,from_tag,to_tag,pr_number
3441,6.0,6.1,343
3442,6.0,6.1,305
3443,6.0,6.1,1023
3444,6.0,6.1,1019
3445,6.0,6.1,1033
3446,6.0,6.1,1025
3447,6.0,6.1,1041
3448,6.0,6.1,1031
3449,6.0,6.1,1013
3450,6.0,6.1,1009
3451,6.0,6.1,1045
3452,6.0,6.1,1044
3453,6.0,6.1,1032
3454,6.0,6.1,1027
3455,6.0,6.1,1007
3456,6.0,6.1,1001
3457,6.0,6.1,1029
3458,6.0,6.1,1017
3459,6.0,6.1,1039
3460,6.0,6.1,1022
3461,6.0,6.1,1021
3462,6.0,6.1,1048
3463,6.0,6.1,1026
3464,6.0,6.1,1030
3465,6.0,6.1,1035
3466,6.0,6.1,1024
3467,6.0,6.1,1050
3468,6.0,6.1,736
3469,6.0,6.1,721
3470,6.0,6.1,738
3471,6.0,6.1,711
3472,6.0,6.1,741
3473,6.0,6.1,743
3474,6.0,6.1,722
3475,6.0,6.1,709
3476,6.0,6.1,735
3477,6.0,6.1,717
3478,6.0,6.1,714
3479,6.0,6.1,718
3480,6.0,6.1,740
3481,6.0,6.1,707
3482,6.0,6.1,746
3483,6.0,6.1,702
3484,6.0,6.1,739
3485,6.0,6.1,708
3486,6.0,6.1,737
3487,6.0,6.1,720
3488,6.0,6.1,732
3489,6.0,6.1,724
3490,6.0,6.1,723
3491,6.0,6.1,731
3492,6.0,6.1,705
3493,6.0,6.1,713
3494,6.0,6.1,527
3495,6.0,6.1,520
3496,6.0,6.1,534
3497,6.0,6.1,513
3498,6.0,6.1,511
3499,6.0,6.1,514
3500,6.0,6.1,521
3501,6.0,6.1,535
3502,6.0,6.1,542
3503,6.0,6.1,506
3504,6.0,6.1,515
3505,6.0,6.1,529
3506,6.0,6.1,522
3507,6.0,6.1,550
3508,6.0,6.1,501
3509,6.0,6.1,517
3510,6.0,6.1,531
3511,6.0,6.1,509
3512,6.0,6.1,538
3513,6.0,6.1,504
3514,6.0,6.1,525
3515,6.0,6.1,512
3516,6.0,6.1,510
3517,6.0,6.1,519
3518,6.0,6.1,533
3519,6.0,6.1,507
3520,6.0,6.1,1202
3521,6.0,6.1,1221
3522,6.0,6.1,1212
3523,6.0,6.1,1211
3524,6.0,6.1,1232
3525,6.0,6.1,1245
3526,6.0,6.1,1214
3527,6.0,6.1,1228
3528,6.0,6.1,1229
3529,6.0,6.1,1230
3530,6.0,6.1,1208
3531,6.0,6.1,1225
3532,6.0,6.1,1227
3533,6.0,6.1,1239
3534,6.0,6.1,1231
3535,6.0,6.1,1236
3536,6.0,6.1,1220
3537,6.0,6.1,1203
3538,6.0,6.1,1201
3539,6.0,6.1,1242
3540,6.0,6.1,1206
3541,6.0,6.1,1233
3542,6.0,6.1,1235
3543,6.0,6.1,1223
3544,6.0,6.1,1219
3545,6.0,6.1,1218
3546,6.0,6.1,1217
3547,6.0,6.1,1205
3548,6.0,6.1,1246
3549,6.0,6.1,1213
3550,6.0,6.1,1215
3551,6.0,6.1,1237
3552,6.0,6.1,1238
3553,6.0,6.1,1207
3554,6.0,6.1,1210
3555,6.0,6.1,1204
3556,6.0,6.1,1240
3557,6.0,6.1,1250
3558,6.0,6.1,1234
3559,6.0,6.1,1248
3560,6.0,6.1,1216
3561,6.0,6.1,1222
3562,6.0,6.1,794
3563,6.0,6.1,770
3564,6.0,6.1,764
3565,6.0,6.1,795
3566,6.0,6.1,761
3567,6.0,6.1,763
3568,6.0,6.1,757
3569,6.0,6.1,787
3570,6.0,6.1,793
3571,6.0,6.1,785
3572,6.0,6.1,783
3573,6.0,6.1,765
3574,6.0,6.1,754
3575,6.0,6.1,796
3576,6.0,6.1,759
3577,6.0,6.1,216
3578,6.0,6.1,219
3579,6.0,6.1,203
3580,6.0,6.1,207
3581,6.0,6.1,201
3582,6.0,6.1,441
3583,6.0,6.1,411
3584,6.0,6.1,421
3585,6.0,6.1,433
3586,6.0,6.1,402
3587,6.0,6.1,424
3588,6.0,6.1,437
3589,6.0,6.1,440
3590,6.0,6.1,408
3591,6.0,6.1,422
3592,6.0,6.1,429
3593,6.0,6.1,436
3594,6.0,6.1,416
3595,6.0,6.1,438
3596,6.0,6.1,434
3597,6.0,6.1,427
3598,6.0,6.1,415
3599,6.0,6.1,414
3600,6.0,6.1,445
3601,6.0,6.1,420
3602,6.0,6.1,423
3603,6.0,6.1,406
3604,6.0,6.1,407
3605,6.0,6.1,450
3606,6.0,6.1,868
3607,6.0,6.1,861
3608,6.0,6.1,881
3609,6.0,6.1,883
3610,6.0,6.1,864
3611,6.0,6.1,853
3612,6.0,6.1,875
3613,6.0,6.1,869
3614,6.0,6.1,858
3615,6.0,6.1,872
3616,6.0,6.1,878
3617,6.0,6.1,887
3618,6.0,6.1,854
3619,6.0,6.1,857
3620,6.0,6.1,886
3621,6.0,6.1,877
3622,6.0,6.1,870
3623,6.0,6.1,885
3624,6.0,6.1,855
3625,6.0,6.1,871
3626,6.0,6.1,852
3627,6.0,6.1,882
3628,6.0,6.1,876
3629,6.0,6.1,889
3630,6.0,6.1,1105
3631,6.0,6.1,1140
3632,6.0,6.1,1141
3633,6.0,6.1,1143
3634,6.0,6.1,1138
3635,6.0,6.1,1118
3636,6.0,6.1,1116
3637,6.0,6.1,1115
3638,6.0,6.1,1147
3639,6.0,6.1,1119
3640,6.0,6.1,1148
3641,6.0,6.1,1128
3642,6.0,6.1,1150
3643,6.0,6.1,1144
3644,6.0,6.1,1142
3645,6.0,6.1,1146
3646,6.0,6.1,1132
3647,6.0,6.1,1103
3648,6.0,6.1,1135
3649,6.0,6.1,1113
3650,6.0,6.1,1131
3651,6.0,6.1,1106
3652,6.0,6.1,1139
3653,6.0,6.1,1112
3654,6.0,6.1,1102
3655,6.0,6.1,1149
3656,6.0,6.1,1107
3657,6.0,6.1,1125
3658,6.0,6.1,1117
3659,6.0,6.1,1123
3660,6.0,6.1,1121
3661,6.0,6.1,1127
3662,6.0,6.1,1145
3663,6.0,6.1,1104
3664,6.0,6.1,1126
3665,6.0,6.1,616
3666,6.0,6.1,637
3667,6.0,6.1,646
3668,6.0,6.1,618
3669,6.0,6.1,628
3670,6.0,6.1,605
3671,6.0,6.1,650
3672,6.0,6.1,614
3673,6.0,6.1,643
3674,6.0,6.1,606
3675,6.0,6.1,638
3676,6.0,6.1,623
3677,6.0,6.1,604
3678,6.0,6.1,625
3679,6.0,6.1,613
3680,6.0,6.1,626
3681,6.0,6.1,612
3682,6.0,6.1,621
3683,6.0,6.1,647
3684,6.0,6.1,636
3685,6.0,6.1,641
3686,6.0,6.1,622
3687,6.0,6.1,619
3688,6.0,6.1,617
3689,6.0,6.1,634
3690,6.0,6.1,640
3691,6.0,6.1,610
3692,6.0,6.1,620
3693,6.0,6.1,639
3694,6.1.1,6.2,1387
3695,6.1.1,6.2,1375
3696,6.1.1,6.2,1382
3697,6.1.1,6.2,1393
3698,6.1.1,6.2,1389
3699,6.1.1,6.2,1394
3700,6.1.1,6.2,1395
3701,6.1.1,6.2,1384
3702,6.1.1,6.2,1396
3703,6.1.1,6.2,1353
3704,6.1.1,6.2,1368
3705,6.1.1,6.2,1358
3706,6.1.1,6.2,1370
3707,6.1.1,6.2,1359
3708,6.1.1,6.2,1364
3709,6.1.1,6.2,1367
3710,6.1.1,6.2,1377
3711,6.1.1,6.2,1399
3712,6.1.1,6.2,1360
3713,6.1.1,6.2,1388
3714,6.1.1,6.2,1372
3715,6.1.1,6.2,1390
3716,6.1.1,6.2,1366
3717,6.1.1,6.2,1357
3718,6.1.1,6.2,1365
3719,6.1.1,6.2,1381
3720,6.1.1,6.2,1376
3721,6.1.1,6.2,1386
3722,6.1.1,6.2,1351
3723,6.1.1,6.2,1356
3724,6.1.1,6.2,1400
3725,6.1.1,6.2,1355
3726,6.1.1,6.2,1383
3727,6.1.1,6.2,1295
3728,6.1.1,6.2,1292
3729,6.1.1,6.2,1274
3730,6.1.1,6.2,1286
3731,6.1.1,6.2,1281
3732,6.1.1,6.2,1273
3733,6.1.1,6.2,1300
3734,6.1.1,6.2,1276
3735,6.1.1,6.2,1296
3736,6.1.1,6.2,1289
3737,6.1.1,6.2,1285
3738,6.1.1,6.2,1272
3739,6.1.1,6.2,1267
3740,6.1.1,6.2,1277
3741,6.1.1,6.2,1299
3742,6.1.1,6.2,1283
3743,6.1.1,6.2,1279
3744,6.1.1,6.2,1268
3745,6.1.1,6.2,1282
3746,6.1.1,6.2,1275
3747,6.1.1,6.2,1287
3748,6.1.1,6.2,1297
3749,6.1.1,6.2,1409
3750,6.1.1,6.2,1434
3751,6.1.1,6.2,1427
3752,6.1.1,6.2,1413
3753,6.1.1,6.2,1421
3754,6.1.1,6.2,1414
3755,6.1.1,6.2,1415
3756,6.1.1,6.2,1401
3757,6.1.1,6.2,1407
3758,6.1.1,6.2,1423
3759,6.1.1,6.2,1411
3760,6.1.1,6.2,1431
3761,6.1.1,6.2,1418
3762,6.1.1,6.2,1412
3763,6.1.1,6.2,1405
3764,6.1.1,6.2,1330
3765,6.1.1,6.2,1341
3766,6.1.1,6.2,1305
3767,6.1.1,6.2,1338
3768,6.1.1,6.2,1332
3769,6.1.1,6.2,1303
3770,6.1.1,6.2,1333
3771,6.1.1,6.2,1348
3772,6.1.1,6.2,1347
3773,6.1.1,6.2,1345
3774,6.1.1,6.2,1350
3775,6.1.1,6.2,1343
3776,6.1.1,6.2,1321
3777,6.1.1,6.2,1349
3778,6.1.1,6.2,1308
3779,6.1.1,6.2,1324
3780,6.1.1,6.2,1336
3781,6.1.1,6.2,1340
3782,6.1.1,6.2,1301
3783,6.1.1,6.2,1307
3784,6.1.1,6.2,1320
3785,6.1.1,6.2,1309
3786,6.1.1,6.2,1322
3787,6.1.1,6.2,1329
3788,6.1.1,6.2,1306
3789,6.1.1,6.2,1337
3790,6.1.1,6.2,1344
3791,6.1.1,6.2,1342
3792,6.1.1,6.2,1334
3793,6.1.1,6.2,1318
3794,6.1.1,6.2,1331
3795,6.1.1,6.2,1323
3796,6.1.1,6.2,1312
3797,6.1.1,6.2,1325
3798,6.1.1,6.2,1311
3799,6.1.1,6.2,1339
3800,6.1.1,6.2,1319
3801,6.1.1,6.2,1314
3802,6.1.1,6.2,1304
3803,6.1.1,6.2,1328
3804,6.1.1,6.2,1387
3805,6.1.1,6.2,1375
3806,6.1.1,6.2,1382
3807,6.1.1,6.2,1393
3808,6.1.1,6.2,1389
3809,6.1.1,6.2,1394
3810,6.1.1,6.2,1395
3811,6.1.1,6.2,1384
3812,6.1.1,6.2,1396
3813,6.1.1,6.2,1353
3814,6.1.1,6.2,1368
3815,6.1.1,6.2,1358
3816,6.1.1,6.2,1370
3817,6.1.1,6.2,1359
3818,6.1.1,6.2,1364
3819,6.1.1,6.2,1367
3820,6.1.1,6.2,1377
3821,6.1.1,6.2,1399
3822,6.1.1,6.2,1360
3823,6.1.1,6.2,1388
3824,6.1.1,6.2,1372
3825,6.1.1,6.2,1390
3826,6.1.1,6.2,1366
3827,6.1.1,6.2,1357
3828,6.1.1,6.2,1365
3829,6.1.1,6.2,1381
3830,6.1.1,6.2,1376
3831,6.1.1,6.2,1386
3832,6.1.1,6.2,1351
3833,6.1.1,6.2,1356
3834,6.1.1,6.2,1400
3835,6.1.1,6.2,1355
3836,6.1.1,6.2,1383
3837,6.1.1,6.2,1295
3838,6.1.1,6.2,1253
3839,6.1.1,6.2,1292
3840,6.1.1,6.2,1274
3841,6.1.1,6.2,1286
3842,6.1.1,6.2,1281
3843,6.1.1,6.2,1273
3844,6.1.1,6.2,1300
3845,6.1.1,6.2,1276
3846,6.1.1,6.2,1296
3847,6.1.1,6.2,1289
3848,6.1.1,6.2,1285
3849,6.1.1,6.2,1272
3850,6.1.1,6.2,1267
3851,6.1.1,6.2,1277
3852,6.1.1,6.2,1299
3853,6.1.1,6.2,1283
3854,6.1.1,6.2,1279
3855,6.1.1,6.2,1268
3856,6.1.1,6.2,1282
3857,6.1.1,6.2,1275
3858,6.1.1,6.2,1287
3859,6.1.1,6.2,1297
3860,6.1.1,6.2,1054
3861,6.1.1,6.2,1409
3862,6.1.1,6.2,1434
3863,6.1.1,6.2,1427
3864,6.1.1,6.2,1413
3865,6.1.1,6.2,1421
3866,6.1.1,6.2,1414
3867,6.1.1,6.2,1415
3868,6.1.1,6.2,1401
3869,6.1.1,6.2,1407
3870,6.1.1,6.2,1423
3871,6.1.1,6.2,1411
3872,6.1.1,6.2,1431
3873,6.1.1,6.2,1418
3874,6.1.1,6.2,1412
3875,6.1.1,6.2,1405
3876,6.1.1,6.2,1330
3877,6.1.1,6.2,1341
3878,6.1.1,6.2,1305
3879,6.1.1,6.2,1338
3880,6.1.1,6.2,1332
3881,6.1.1,6.2,1303
3882,6.1.1,6.2,1333
3883,6.1.1,6.2,1348
3884,6.1.1,6.2,1347
3885,6.1.1,6.2,1345
3886,6.1.1,6.2,1350
3887,6.1.1,6.2,1343
3888,6.1.1,6.2,1321
3889,6.1.1,6.2,1349
3890,6.1.1,6.2,1308
3891,6.1.1,6.2,1324
3892,6.1.1,6.2,1336
3893,6.1.1,6.2,1340
3894,6.1.1,6.2,1313
3895,6.1.1,6.2,1316
3896,6.1.1,6.2,1301
3897,6.1.1,6.2,1307
3898,6.1.1,6.2,1320
3899,6.1.1,6.2,1309
3900,6.1.1,6.2,1322
3901,6.1.1,6.2,1329
3902,6.1.1,6.2,1306
3903,6.1.1,6.2,1337
3904,6.1.1,6.2,1344
3905,6.1.1,6.2,1342
3906,6.1.1,6.2,1334
3907,6.1.1,6.2,1318
3908,6.1.1,6.2,1331
3909,6.1.1,6.2,1323
3910,6.1.1,6.2,1312
3911,6.1.1,6.2,1325
3912,6.1.1,6.2,1311
3913,6.1.1,6.2,1339
3914,6.1.1,6.2,1319
3915,6.1.1,6.2,1314
3916,6.1.1,6.2,1304
3917,6.1.1,6.2,1328
3918,6.1.1,6.2,1387
3919,6.1.1,6.2,1375
3920,6.1.1,6.2,1382
3921,6.1.1,6.2,1393
3922,6.1.1,6.2,1389
3923,6.1.1,6.2,1394
3924,6.1.1,6.2,1395
3925,6.1.1,6.2,1384
3926,6.1.1,6.2,1396
3927,6.1.1,6.2,1353
3928,6.1.1,6.2,1368
3929,6.1.1,6.2,1358
3930,6.1.1,6.2,1370
3931,6.1.1,6.2,1359
3932,6.1.1,6.2,1364
3933,6.1.1,6.2,1367
3934,6.1.1,6.2,1377
3935,6.1.1,6.2,1399
3936,6.1.1,6.2,1360
3937,6.1.1,6.2,1388
3938,6.1.1,6.2,1372
3939,6.1.1,6.2,1390
3940,6.1.1,6.2,1366
3941,6.1.1,6.2,1357
3942,6.1.1,6.2,1365
3943,6.1.1,6.2,1381
3944,6.1.1,6.2,1376
3945,6.1.1,6.2,1386
3946,6.1.1,6.2,1351
3947,6.1.1,6.2,1356
3948,6.1.1,6.2,1400
3949,6.1.1,6.2,1355
3950,6.1.1,6.2,1383
3951,6.1.1,6.2,1295
3952,6.1.1,6.2,1253
3953,6.1.1,6.2,1292
3954,6.1.1,6.2,1274
3955,6.1.1,6.2,1286
3956,6.1.1,6.2,1281
3957,6.1.1,6.2,1273
3958,6.1.1,6.2,1300
3959,6.1.1,6.2,1276
3960,6.1.1,6.2,1296
3961,6.1.1,6.2,1289
3962,6.1.1,6.2,1285
3963,6.1.1,6.2,1272
3964,6.1.1,6.2,1267
3965,6.1.1,6.2,1277
3966,6.1.1,6.2,1299
3967,6.1.1,6.2,1283
3968,6.1.1,6.2,1279
3969,6.1.1,6.2,1268
3970,6.1.1,6.2,1282
3971,6.1.1,6.2,1275
3972,6.1.1,6.2,1287
3973,6.1.1,6.2,1297
3974,6.1.1,6.2,1054
3975,6.1.1,6.2,1409
3976,6.1.1,6.2,1434
3977,6.1.1,6.2,1427
3978,6.1.1,6.2,1413
3979,6.1.1,6.2,1421
3980,6.1.1,6.2,1414
3981,6.1.1,6.2,1415
3982,6.1.1,6.2,1401
3983,6.1.1,6.2,1407
3984,6.1.1,6.2,1423
3985,6.1.1,6.2,1411
3986,6.1.1,6.2,1431
3987,6.1.1,6.2,1418
3988,6.1.1,6.2,1412
3989,6.1.1,6.2,1405
3990,6.1.1,6.2,1330
3991,6.1.1,6.2,1341
3992,6.1.1,6.2,1305
3993,6.1.1,6.2,1338
3994,6.1.1,6.2,1332
3995,6.1.1,6.2,1303
3996,6.1.1,6.2,1333
3997,6.1.1,6.2,1348
3998,6.1.1,6.2,1347
3999,6.1.1,6.2,1345
4000,6.1.1,6.2,1350
4001,6.1.1,6.2,1343
4002,6.1.1,6.2,1321
4003,6.1.1,6.2,1349
4004,6.1.1,6.2,1308
4005,6.1.1,6.2,1324
4006,6.1.1,6.2,1336
4007,6.1.1,6.2,1340
4008,6.1.1,6.2,1313
4009,6.1.1,6.2,1316
4010,6.1.1,6.2,1301
4011,6.1.1,6.2,1307
4012,6.1.1,6.2,1320
4013,6.1.1,6.2,1309
4014,6.1.1,6.2,1322
4015,6.1.1,6.2,1329
4016,6.1.1,6.2,1306
4017,6.1.1,6.2,1337
4018,6.1.1,6.2,1344
4019,6.1.1,6.2,1342
4020,6.1.1,6.2,1334
4021,6.1.1,6.2,1318
4022,6.1.1,6.2,1331
4023,6.1.1,6.2,1323
4024,6.1.1,6.2,1312
4025,6.1.1,6.2,1325
4026,6.1.1,6.2,1311
4027,6.1.1,6.2,1339
4028,6.1.1,6.2,1319
4029,6.1.1,6.2,1314
4030,6.1.1,6.2,1304
4031,6.1.1,6.2,1328
4032,6.2,6.3,1581
4033,6.2,6.3,1593
4034,6.2,6.3,1595
4035,6.2,6.3,1566
4036,6.2,6.3,1573
4037,6.2,6.3,1585
4038,6.2,6.3,1579
4039,6.2,6.3,1599
4040,6.2,6.3,1575
4041,6.2,6.3,1594
4042,6.2,6.3,1576
4043,6.2,6.3,1600
4044,6.2,6.3,1557
4045,6.2,6.3,1586
4046,6.2,6.3,1570
4047,6.2,6.3,1598
4048,6.2,6.3,1568
4049,6.2,6.3,1591
4050,6.2,6.3,1571
4051,6.2,6.3,1580
4052,6.2,6.3,1569
4053,6.2,6.3,1588
4054,6.2,6.3,1562
4055,6.2,6.3,1567
4056,6.2,6.3,1587
4057,6.2,6.3,1556
4058,6.2,6.3,1596
4059,6.2,6.3,1577
4060,6.2,6.3,1551
4061,6.2,6.3,1582
4062,6.2,6.3,1471
4063,6.2,6.3,1485
4064,6.2,6.3,1479
4065,6.2,6.3,1492
4066,6.2,6.3,1477
4067,6.2,6.3,1478
4068,6.2,6.3,1457
4069,6.2,6.3,1490
4070,6.2,6.3,1476
4071,6.2,6.3,1461
4072,6.2,6.3,1469
4073,6.2,6.3,1494
4074,6.2,6.3,1495
4075,6.2,6.3,1486
4076,6.2,6.3,1491
4077,6.2,6.3,1464
4078,6.2,6.3,1481
4079,6.2,6.3,1496
4080,6.2,6.3,1459
4081,6.2,6.3,1475
4082,6.2,6.3,1456
4083,6.2,6.3,1473
4084,6.2,6.3,1487
4085,6.2,6.3,1497
4086,6.2,6.3,1470
4087,6.2,6.3,1500
4088,6.2,6.3,1462
4089,6.2,6.3,1483
4090,6.2,6.3,1466
4091,6.2,6.3,1468
4092,6.2,6.3,1451
4093,6.2,6.3,1467
4094,6.2,6.3,1482
4095,6.2,6.3,1499
4096,6.2,6.3,1488
4097,6.2,6.3,1452
4098,6.2,6.3,1493
4099,6.2,6.3,1472
4100,6.2,6.3,1465
4101,6.2,6.3,1463
4102,6.2,6.3,1453
4103,6.2,6.3,1474
4104,6.2,6.3,1455
4105,6.2,6.3,1480
4106,6.2,6.3,1660
4107,6.2,6.3,1671
4108,6.2,6.3,1682
4109,6.2,6.3,1665
4110,6.2,6.3,1693
4111,6.2,6.3,1659
4112,6.2,6.3,1667
4113,6.2,6.3,1674
4114,6.2,6.3,1697
4115,6.2,6.3,1658
4116,6.2,6.3,1661
4117,6.2,6.3,1656
4118,6.2,6.3,1679
4119,6.2,6.3,1655
4120,6.2,6.3,1673
4121,6.2,6.3,1657
4122,6.2,6.3,1651
4123,6.2,6.3,1683
4124,6.2,6.3,1695
4125,6.2,6.3,1652
4126,6.2,6.3,1685
4127,6.2,6.3,1666
4128,6.2,6.3,1624
4129,6.2,6.3,1607
4130,6.2,6.3,1622
4131,6.2,6.3,1615
4132,6.2,6.3,1606
4133,6.2,6.3,1620
4134,6.2,6.3,1621
4135,6.2,6.3,1610
4136,6.2,6.3,1603
4137,6.2,6.3,1609
4138,6.2,6.3,1616
4139,6.2,6.3,1645
4140,6.2,6.3,1636
4141,6.2,6.3,1649
4142,6.2,6.3,1633
4143,6.2,6.3,1635
4144,6.2,6.3,1634
4145,6.2,6.3,1629
4146,6.2,6.3,1637
4147,6.2,6.3,1648
4148,6.2,6.3,1625
4149,6.2,6.3,1608
4150,6.2,6.3,1612
4151,6.2,6.3,1605
4152,6.2,6.3,1643
4153,6.2,6.3,1642
4154,6.2,6.3,1604
4155,6.2,6.3,1627
4156,6.2,6.3,1644
4157,6.2,6.3,1614
4158,6.2,6.3,1641
4159,6.2,6.3,1650
4160,6.2,6.3,1618
4161,6.2,6.3,1611
4162,6.2,6.3,1631
4163,6.2,6.3,1640
4164,6.2,6.3,1626
4165,6.2,6.3,1628
4166,6.2,6.3,1441
4167,6.2,6.3,1406
4168,6.2,6.3,1435
4169,6.2,6.3,1442
4170,6.2,6.3,1449
4171,6.2,6.3,1440
4172,6.2,6.3,1410
4173,6.2,6.3,1429
4174,6.2,6.3,1443
4175,6.2,6.3,1450
4176,6.2,6.3,1430
4177,6.2,6.3,1444
4178,6.2,6.3,1424
4179,6.2,6.3,1438
4180,6.2,6.3,1417
4181,6.2,6.3,1447
4182,6.2,6.3,1408
4183,6.2,6.3,1432
4184,6.2,6.3,1446
4185,6.2,6.3,1419
4186,6.2,6.3,1534
4187,6.2,6.3,1524
4188,6.2,6.3,1521
4189,6.2,6.3,1523
4190,6.2,6.3,1548
4191,6.2,6.3,1511
4192,6.2,6.3,1547
4193,6.2,6.3,1509
4194,6.2,6.3,1503
4195,6.2,6.3,1505
4196,6.2,6.3,1506
4197,6.2,6.3,1550
4198,6.2,6.3,1546
4199,6.2,6.3,1537
4200,6.2,6.3,1522
4201,6.2,6.3,1525
4202,6.2,6.3,1510
4203,6.2,6.3,1533
4204,6.2,6.3,1543
4205,6.2,6.3,1541
4206,6.2,6.3,1536
4207,6.2,6.3,1507
4208,6.2,6.3,1520
4209,6.2,6.3,1529
4210,6.2,6.3,1535
4211,6.2,6.3,1501
4212,6.2,6.3,1532
4213,6.2,6.3,1519
4214,6.2,6.3,1514
4215,6.2,6.3,1545
4216,6.2,6.3,1757
4217,6.2,6.3,1762
4218,6.2,6.3,1724
4219,6.2,6.3,1734
4220,6.2,6.3,1722
4221,6.2,6.3,1742
4222,6.2,6.3,1746
4223,6.2,6.3,1701
4224,6.2,6.3,1589
4225,6.2,6.3,1572
4226,6.2,6.3,1581
4227,6.2,6.3,1593
4228,6.2,6.3,1595
4229,6.2,6.3,1559
4230,6.2,6.3,1566
4231,6.2,6.3,1573
4232,6.2,6.3,1585
4233,6.2,6.3,1579
4234,6.2,6.3,1599
4235,6.2,6.3,1575
4236,6.2,6.3,1594
4237,6.2,6.3,1576
4238,6.2,6.3,1600
4239,6.2,6.3,1557
4240,6.2,6.3,1586
4241,6.2,6.3,1570
4242,6.2,6.3,1598
4243,6.2,6.3,1568
4244,6.2,6.3,1591
4245,6.2,6.3,1571
4246,6.2,6.3,1580
4247,6.2,6.3,1592
4248,6.2,6.3,1569
4249,6.2,6.3,1588
4250,6.2,6.3,1555
4251,6.2,6.3,1562
4252,6.2,6.3,1563
4253,6.2,6.3,1561
4254,6.2,6.3,1567
4255,6.2,6.3,1587
4256,6.2,6.3,1556
4257,6.2,6.3,1597
4258,6.2,6.3,1596
4259,6.2,6.3,1577
4260,6.2,6.3,1558
4261,6.2,6.3,1574
4262,6.2,6.3,1583
4263,6.2,6.3,1551
4264,6.2,6.3,1582
4265,6.2,6.3,1383
4266,6.2,6.3,1362
4267,6.2,6.3,1259
4268,6.2,6.3,1471
4269,6.2,6.3,1485
4270,6.2,6.3,1479
4271,6.2,6.3,1492
4272,6.2,6.3,1477
4273,6.2,6.3,1478
4274,6.2,6.3,1457
4275,6.2,6.3,1490
4276,6.2,6.3,1476
4277,6.2,6.3,1461
4278,6.2,6.3,1469
4279,6.2,6.3,1494
4280,6.2,6.3,1495
4281,6.2,6.3,1486
4282,6.2,6.3,1491
4283,6.2,6.3,1464
4284,6.2,6.3,1481
4285,6.2,6.3,1496
4286,6.2,6.3,1459
4287,6.2,6.3,1475
4288,6.2,6.3,1456
4289,6.2,6.3,1473
4290,6.2,6.3,1487
4291,6.2,6.3,1497
4292,6.2,6.3,1470
4293,6.2,6.3,1500
4294,6.2,6.3,1462
4295,6.2,6.3,1483
4296,6.2,6.3,1466
4297,6.2,6.3,1468
4298,6.2,6.3,1451
4299,6.2,6.3,1467
4300,6.2,6.3,1482
4301,6.2,6.3,1499
4302,6.2,6.3,1488
4303,6.2,6.3,1452
4304,6.2,6.3,1493
4305,6.2,6.3,1472
4306,6.2,6.3,1465
4307,6.2,6.3,1463
4308,6.2,6.3,1453
4309,6.2,6.3,1474
4310,6.2,6.3,1455
4311,6.2,6.3,1480
4312,6.2,6.3,1660
4313,6.2,6.3,1671
4314,6.2,6.3,1682
4315,6.2,6.3,1665
4316,6.2,6.3,1693
4317,6.2,6.3,1659
4318,6.2,6.3,1667
4319,6.2,6.3,1674
4320,6.2,6.3,1697
4321,6.2,6.3,1658
4322,6.2,6.3,1661
4323,6.2,6.3,1656
4324,6.2,6.3,1679
4325,6.2,6.3,1655
4326,6.2,6.3,1673
4327,6.2,6.3,1657
4328,6.2,6.3,1651
4329,6.2,6.3,1683
4330,6.2,6.3,1695
4331,6.2,6.3,1652
4332,6.2,6.3,1685
4333,6.2,6.3,1666
4334,6.2,6.3,1624
4335,6.2,6.3,1607
4336,6.2,6.3,1622
4337,6.2,6.3,1615
4338,6.2,6.3,1606
4339,6.2,6.3,1620
4340,6.2,6.3,1621
4341,6.2,6.3,1610
4342,6.2,6.3,1603
4343,6.2,6.3,1609
4344,6.2,6.3,1616
4345,6.2,6.3,1645
4346,6.2,6.3,1636
4347,6.2,6.3,1649
4348,6.2,6.3,1633
4349,6.2,6.3,1635
4350,6.2,6.3,1634
4351,6.2,6.3,1629
4352,6.2,6.3,1637
4353,6.2,6.3,1648
4354,6.2,6.3,1625
4355,6.2,6.3,1608
4356,6.2,6.3,1612
4357,6.2,6.3,1605
4358,6.2,6.3,1643
4359,6.2,6.3,1642
4360,6.2,6.3,1604
4361,6.2,6.3,1627
4362,6.2,6.3,1644
4363,6.2,6.3,1614
4364,6.2,6.3,1641
4365,6.2,6.3,1650
4366,6.2,6.3,1618
4367,6.2,6.3,1611
4368,6.2,6.3,1631
4369,6.2,6.3,1640
4370,6.2,6.3,1626
4371,6.2,6.3,1628
4372,6.2,6.3,1441
4373,6.2,6.3,1406
4374,6.2,6.3,1435
4375,6.2,6.3,1442
4376,6.2,6.3,1449
4377,6.2,6.3,1440
4378,6.2,6.3,1410
4379,6.2,6.3,1436
4380,6.2,6.3,1429
4381,6.2,6.3,1443
4382,6.2,6.3,1450
4383,6.2,6.3,1430
4384,6.2,6.3,1444
4385,6.2,6.3,1424
4386,6.2,6.3,1438
4387,6.2,6.3,1417
4388,6.2,6.3,1447
4389,6.2,6.3,1408
4390,6.2,6.3,1432
4391,6.2,6.3,1446
4392,6.2,6.3,1419
4393,6.2,6.3,1209
4394,6.2,6.3,1531
4395,6.2,6.3,1534
4396,6.2,6.3,1524
4397,6.2,6.3,1549
4398,6.2,6.3,1521
4399,6.2,6.3,1523
4400,6.2,6.3,1526
4401,6.2,6.3,1548
